Seed_num,SP_maj,SP_min,SPD,EO_maj,EO_min,EOD,PE_maj,PE_min,PED,TE_maj,TE_min,TED,OA_maj,OA_min,OAD,PRP_maj,PRP_min,PRPD,CSP_B0_maj,CSP_B0_min,CSD_B0,CSP_B1_maj,CSP_B1_min,CSD_B1,Acc
0,0.7185384286005034,0.9384830003611148,-0.21994457176061133,0.8860759493670886,0.9827586206896551,-0.09668267132256658,0.42168674698795183,0.75,-0.32831325301204817,0.4521519429961602,0.15094365996291542,0.30120828303324476,0.780587091364944,0.872403272344058,-0.09181618097911404,0.7839493619109311,0.8818891439387722,-0.09793978202784104,0.703030303030303,0.8863636363636364,-0.18333333333333335,0.7763157894736842,1.0,-0.22368421052631582,0.8356710454108931
1,0.696731146880206,0.9387525179192888,-0.24202137103908283,0.8827586206896552,0.976897689768977,-0.09413906907932179,0.4318181818181818,0.7090909090909091,-0.2772727272727273,0.5190906008672533,0.1481642362772016,0.37092636459005174,0.7888662518525188,0.8738104965222687,-0.08494424466974992,0.798894770278403,0.8827077054414445,-0.08381293516304145,0.7352941176470589,0.8983050847457628,-0.16301096709870389,0.6507936507936508,0.9723756906077348,-0.32158203981408395,0.8395570380024695
2,0.7178266321351985,0.9385001502734187,-0.22067351813822023,0.8823529411764706,0.9839743589743589,-0.10162141779788836,0.375,0.6825396825396826,-0.30753968253968256,0.43290633394719513,0.15045850620208026,0.2824478277451149,0.7806905930821838,0.873436652999602,-0.09274605991741824,0.7844069189367999,0.8826062992640736,-0.09819938032727371,0.6381578947368421,0.8737373737373737,-0.23557947900053156,0.828125,1.0,-0.171875,0.836008883248731
3,0.7184713643146995,0.9384732809669348,-0.22000191665223534,0.9246575342465754,0.9735099337748344,-0.04885239952825904,0.37349397590361444,0.7666666666666667,-0.3931726907630523,0.4343275109878525,0.15135880967269646,0.28296870131515606,0.7824030364405401,0.8733789198752862,-0.09097588343474605,0.7854334629202484,0.882525411530603,-0.09709194861035464,0.7125748502994012,0.8938547486033519,-0.18127989830395075,0.7580645161290323,0.9836065573770492,-0.2255420412480169,0.8368591942196003
4,0.6969102958118036,0.9367334862730381,-0.23982319046123446,0.8482758620689655,0.9735973597359736,-0.12532149766700806,0.4074074074074074,0.7096774193548387,-0.30227001194743136,0.5185032219290944,0.15983648107683465,0.3586667408522597,0.7886658476745702,0.8733530468268291,-0.08468719915225897,0.7982983160048026,0.8832183460465808,-0.08492003004177817,0.6967741935483871,0.8854166666666666,-0.18864247311827953,0.676056338028169,0.976878612716763,-0.300822274688594,0.8393918347281291
5,0.6969277708062307,0.9386500899243577,-0.24172231911812703,0.8625,0.9861111111111112,-0.12361111111111112,0.36363636363636365,0.6909090909090909,-0.32727272727272727,0.5130204705480399,0.16562116673798316,0.34739930381005674,0.7888627801436481,0.8720856100764014,-0.08322282993275332,0.7979433022569629,0.8819663247036097,-0.08402302244664683,0.6742857142857143,0.8703703703703703,-0.19608465608465608,0.7123287671232876,1.0,-0.28767123287671237,0.8385440961265834
6,0.6972749095375917,0.9396900720677979,-0.24241516253020612,0.8435374149659864,0.9767441860465116,-0.13320677108052514,0.4777777777777778,0.6792452830188679,-0.20146750524109008,0.5034906322638497,0.1452787674311498,0.3582118648326999,0.7882300752494158,0.873121563870707,-0.08489148862129126,0.7975344592059208,0.8819033514327081,-0.08436889222678734,0.7083333333333334,0.8905472636815921,-0.18221393034825872,0.6956521739130435,0.9869281045751634,-0.29127593066212,0.8392131979695432
7,0.69809995710248,0.9384023759625044,-0.24030241886002446,0.8980891719745223,0.9725085910652921,-0.07441941909076977,0.4111111111111111,0.6415094339622641,-0.23039832285115303,0.5130328521281409,0.15467651065856233,0.3583563414695785,0.7890187394125667,0.8730944052732823,-0.08407566586071558,0.7980326867298625,0.882493813730342,-0.08446112700047947,0.7177914110429447,0.8735632183908046,-0.1557718073478599,0.7261904761904762,0.9705882352941176,-0.24439775910364148,0.8390557118031736
8,0.6965958181219458,0.938440896742389,-0.24184507862044313,0.879746835443038,0.9793103448275862,-0.09956350938454817,0.43434343434343436,0.6818181818181818,-0.2474747474747474,0.5082098247653016,0.15063606931760423,0.35757375544769743,0.7891745149386858,0.8733588647632915,-0.08418434982460565,0.7981748006938456,0.8825644078391452,-0.08438960714529964,0.7016574585635359,0.8903225806451613,-0.18866512208162545,0.7236842105263158,0.9832402234636871,-0.2595560129373713,0.8393881190835506
9,0.6966492525293722,0.940389475843272,-0.24374022331389988,0.8741258741258742,0.9836065573770492,-0.10948068325117499,0.41935483870967744,0.7,-0.2806451612903225,0.5191360901887218,0.13538690476190476,0.383749185426817,0.7889540264361041,0.8736511231571471,-0.08469709672104297,0.7986294358805905,0.8819126679233135,-0.08328323204272292,0.7083333333333334,0.8901098901098901,-0.18177655677655669,0.6739130434782609,1.0,-0.32608695652173914,0.8395567521836558
