Seed_num,epsilon,SP_maj,SP_min,SPD,EO_maj,EO_min,EOD,PE_maj,PE_min,PED,TE_maj,TE_min,TED,OA_maj,OA_min,OAD,PRP_maj,PRP_min,PRPD,CSP_B0_maj,CSP_B0_min,CSD_B0,CSP_B1_maj,CSP_B1_min,CSD_B1,Acc
13,16,0.09236810579845534,0.21454144018890484,-0.1221733343904495,0.3488372093023256,0.46846846846846846,-0.11963125916614287,0.1,0.08502024291497975,0.014979757085020251,inf,2.8355291803211378,inf,0.852917208133386,0.7403388123141947,0.11257839581919127,0.538068862695245,0.678092222679825,-0.14002335998458004,0.09048237813039303,0.3158740610192678,-0.22539168288887476,0.09726171672384917,0.10486421613069592,-0.007602499406846749,0.7857970915077515
14,16,0.06755269820551227,0.2148653793108307,-0.14731268110531842,0.45454545454545453,0.45454545454545453,0.0,0.08181818181818182,0.11981566820276497,-0.037997486384583154,9.174903846153846,2.804248201626092,6.370655644527754,0.8498516075762762,0.7403988568196784,0.10945275075659777,0.528182564561875,0.6772869418517444,-0.14910437728986947,0.05762930909796301,0.3157646170620391,-0.25813530796407613,0.08863642800060217,0.10578852099518117,-0.017152092994578996,0.7844480267069099
15,16,0.06951330637106981,0.21505358543840955,-0.14554027906733974,0.14705882352941177,0.375,-0.22794117647058823,0.02512562814070352,0.07563025210084033,-0.050504623960136816,inf,2.876333450387226,inf,0.848520072084926,0.7406536204317118,0.10786645165321418,0.5447441520467836,0.6783058844971568,-0.13356173245037317,0.057323523076110196,0.31607977165980905,-0.25875624858369883,0.09394613607311732,0.10514980561092205,-0.01120366953780473,0.7839461288699867
16,16,0.06143893010900322,0.21460506801822868,-0.15316613790922545,0.24324324324324326,0.452991452991453,-0.20974820974820974,0.015,0.09282700421940929,-0.07782700421940929,8.200812324929972,2.8485026371477984,5.352309687782173,0.8482753340598357,0.7403129148418561,0.10796241921797955,0.5050648574842123,0.6757356745885036,-0.17067081710429133,0.0462688775607614,0.3153957507546303,-0.26912687319386885,0.09267903838459232,0.10470233329978103,-0.012023294915188706,0.7839421274065945
17,16,0.1121348678144384,0.21916464814613384,-0.10702978033169544,0.10256410256410256,0.3739130434782609,-0.2713489409141583,0.0045662100456621,0.11467889908256881,-0.11011268903690671,5.585094431749432,2.7160218855218856,2.869072546227547,0.8545739685022893,0.7373754978918345,0.11719847061045474,0.5406471424632272,0.6683555250646579,-0.1277083826014307,0.12183967759152976,0.3247970614825035,-0.20295738389097373,0.09262803573728853,0.10574874816513258,-0.013120712427844045,0.7846163739882014
18,16,0.09354423211472343,0.21489664685394017,-0.12135241473921674,0.45714285714285713,0.37815126050420167,0.07899159663865546,0.07142857142857142,0.09691629955947137,-0.025487728130899945,inf,2.8077352812015373,inf,0.84599019398688,0.740346137165109,0.10564405682177103,0.5095398852907195,0.6768628794383651,-0.16732299414764562,0.10045548634042571,0.31668575530569665,-0.21623026896527092,0.07710342324679459,0.10543759471184129,-0.0283341714650467,0.7829186102346001
19,16,0.10396191896237797,0.21448689184470265,-0.11052497288232468,0.25,0.4461538461538462,-0.19615384615384618,0.0970873786407767,0.12554112554112554,-0.02845374690034884,inf,2.969113397082971,inf,0.8500372003198173,0.7405263358583088,0.10951086446150848,0.5163809633727112,0.6804992228954507,-0.1641182595227395,0.10713705604072814,0.31536139339965163,-0.20822433735892348,0.09321819785974893,0.10482204417925105,-0.01160384631950212,0.7846115150683679
20,16,0.014923627052129605,0.0009626044205438557,0.014555295331582318,0.1794100676709221,0.03435450951498745,0.18305360450138392,0.03548273200859325,0.015528981600092846,0.03453556299135014,nan,0.06608299991560565,nan,0.0026645615515426997,0.0006925489301497388,0.002984345745898793,0.02199503286013217,0.0024435272324629877,0.022459447256154053,0.021369312680087762,0.0019463720123464212,0.020595252621084078,0.005325371213607171,0.0005638061544378057,0.005440526633019485,0.00100866856005199
0,8,0.012807785793659035,0.2152212793179591,-0.20241349352430005,0.07894736842105263,0.5086206896551724,-0.4296733212341197,0.004672897196261682,0.09865470852017937,-0.09398181132391768,inf,2.8228939687763215,inf,0.8522126749966457,0.7404711646683162,0.11174151032832946,0.2621212121212121,0.6761030697095497,-0.4139818575883376,0.0,0.3163820814224839,-0.3163820814224839,0.03698212478391431,0.10586152601903091,-0.0688794012351166,0.7852894772945535
1,8,0.02214134470914607,0.22457967163682618,-0.2024383269276801,0.10526315789473684,0.5344827586206896,-0.4292196007259528,0.00975609756097561,0.16379310344827586,-0.15403700588730024,inf,2.6187882498217,inf,0.8562253712627979,0.7366761208868147,0.11954925037598318,0.5511111111111111,0.6616210398171183,-0.11050992870600718,0.0,0.3367561945966785,-0.3367561945966785,0.0695179946184938,0.1024784936348049,-0.03296049901631111,0.7844483125257237
2,8,0.03847998046125898,0.22883034025425966,-0.1903503597930007,0.4117647058823529,0.4083333333333333,0.0034313725490195957,0.09644670050761421,0.075,0.021446700507614214,inf,2.5241818811761676,inf,0.8508845021611023,0.7367317726122655,0.11415272954883682,0.3477813852813853,0.6611483802110488,-0.3133669949296635,0.03177795031055901,0.3449364334515054,-0.31315848314094635,0.056328466515817896,0.1024621213383334,-0.04613365482251551,0.7827551218731422
3,8,0.02255688513345845,0.22750435407266867,-0.20494746893921023,0.0,0.5462184873949579,-0.5462184873949579,0.0,0.14347826086956522,-0.14347826086956522,inf,2.5110891014611525,inf,0.8532119168503897,0.7388568013002744,0.11435511555011524,0.39827586206896554,0.6649723696437078,-0.2666965075747422,0.01657142857142857,0.3405744833675246,-0.32400305479609603,0.03412549510110486,0.10549153121486934,-0.07136603611376449,0.7847844354506791
4,8,0.048645231584281856,0.23560354666256247,-0.18695831507828062,0.0,0.5081967213114754,-0.5081967213114754,0.009569377990430622,0.13157894736842105,-0.12200956937799043,inf,2.341210803363971,inf,0.849276691328717,0.7381480507833751,0.11112864054534188,0.41689832689832695,0.6579615105560206,-0.24106318365769364,0.05020318794885269,0.3571838453624084,-0.3069806574135557,0.042086912175077075,0.1051131372545051,-0.06302622507942804,0.7827551218731422
